v_page,v_win,v_term,v_named,v_pos,v_ctx
README_zh.md,80,类别数,False,35663,"年龄**」把人分开,并把其余人按**总类别数**匹配(两组中位都是 14)。早期积累组给出 **Δ = −0.1407 ± 0.0062**(n=2,806),类别数匹配的非早期组给出 **+0.0268 ± 0.0060**(n=2,629)—— **符号相反,差是合并展布的 19.5×**。随机"
README_zh.md,80,类别数,False,38141,"顺序到达,是两种不同组织度的东西以不同方式到达** —— 这是 `#75` 的时间表没有的维度。⚠ 连通度**没有拐点**(1.6×),所以""17 岁关上""只对类别数成立 | `#135` `#136` | | **三分之一的人,版图在 17 岁就关上了;剩下的人,它是向外开的** | 29–32 "
README_zh.md,80,类别数,False,38619,"的人,自己报告的性兴趣有 **68.4% 是 17 岁前获得的**,最晚的那一个平均在 **22.6 岁**(人内测量,不依赖横断面假设)。横断面上 15 年里类别数只从 12.4 长到 12.9(+4.5%,队列混淆,较弱)。**这给模型 C 划了时间边界:递归重塑若存在,作用窗口主要在青春期内*"
README_zh.md,80,广度,False,38815,"报告的那批兴趣,在他自己曲目库里按罕见度排落在**第 33 百分位**(49.4×)。**以每人自己的置换零展布为单位是 z = −0.5515**,而**五个广度层每一层都可分辨为负(17.5–27.3×)—— 这个效应是普遍的,与他喜欢多少东西无关**(`#147`)。⚠ `#146` 那条「口"
README_zh.md,80,广度,False,38944,"`#147`)。⚠ `#146` 那条「口味越广越明显」已撤回:原始 Δ 的 27 倍变化是 `(k−m)/k` 的算术界,归一化后的残余梯度比一个**按构造与广度无关**的种植效应还小。内容线也不解释它(PC4 只 0.2×),稀有度离散度也不(+0.191)。**机制已定位**(`#148` `"
README_zh.md,80,类别数,False,39766,"(−0.091)。**效应稳,机制未定** | `#130` `#131` | | **越是最终口味罕见的人,这个提前量越大** | −0.0459;**按答题类别数卡钳 1:1 匹配后 −0.0417(3.1×,保留 91%)**,三个匹配规格 85–100% 一致,置换零 17%,种植正对照 +"
README_zh.md,80,广度,False,43193,"影 `#89` | | 呈现顺序首因 | release **按字母序**导出多选答案(119 对一致性 1.0000),显示顺序已毁 `#69` | | 区分广度与默许 | 需反向计分或强制选择题项,本 release 没有 | | 因果方向 | 横断面,剥离过的 release | | **说出"
README_zh.md,80,广度,False,43484,"9 倍**),打乱人的零把残差压回 **0.031 ± 0.006**。但四个已有的量(该类别的平均起始年龄、起始年龄的 sd、拥有者的平均位置分、拥有者的平均广度型分)给出 **R² = 0.024**,而置换零是 **0.132 ± 0.083** —— **比随机还少**,同时一个只由单一来源"
README_zh.md,80,广度,False,47823,"一条真实的、有界的、对 A 的约束。  **[R06 · 诱导](A06_induction)** —— 回溯性诱导那条声明、它缺席的两个签名、以及它真正跟踪的广度, 都已在上面的常设声明表里说过一次;这一节只补表里没有的。 **[已更正 —— RETRACTIONS #26,由 #144 抓到]*"
README_zh.md,80,广度,False,48106,"发布版里,一般性的随和与一般性的情色认可分不开。 **设计后果**:诱导的回溯性自报**不能**用作结局测量 —— 第三阶段必须是前瞻的。  **[R07 · 广度](A07_breadth)** —— 有量没有形状。一个人的集合在坐标空间里,只比一个 按基率、同样大小的集合**集中 0.88%**"
README_zh.md,80,breadth,False,48114,"的随和与一般性的情色认可分不开。 **设计后果**:诱导的回溯性自报**不能**用作结局测量 —— 第三阶段必须是前瞻的。  **[R07 · 广度](A07_breadth)** —— 有量没有形状。一个人的集合在坐标空间里,只比一个 按基率、同样大小的集合**集中 0.88%** —— 真实(t"
README_zh.md,80,广度,False,48224,"空间里,只比一个 按基率、同样大小的集合**集中 0.88%** —— 真实(t=−15.5)且可忽略。 集合从随机走到完美嵌套的路上走了 **24.2%**。广度中等程度上是一个特质(Spearman–Brown 0.557)。 **[UNVERIFIED —— RETRACTIONS #26]*"
README_zh.md,80,广度,False,48338,"。 **[UNVERIFIED —— RETRACTIONS #26]**「9–13% 是答题风格」这个数来自一个与 POWER 轴正交(+0.024)、 却与广度本身相关 +0.385 的指标;没有平衡计分的题目就分不开答题风格与情色认可,而这个发布版没有。  **[E01·R05 · 广度是不是"
README_zh.md,80,广度,False,48403,"轴正交(+0.024)、 却与广度本身相关 +0.385 的指标;没有平衡计分的题目就分不开答题风格与情色认可,而这个发布版没有。  **[E01·R05 · 广度是不是那个对象](E01_sexual_as_a_value_not_a_category/A05_is_breadth_a_nuisa"
README_zh.md,80,breadth,False,48458,",而这个发布版没有。  **[E01·R05 · 广度是不是那个对象](E01_sexual_as_a_value_not_a_category/A05_is_breadth_a_nuisance_or_the_object)** —— 近乎领域封闭。全部 15 个非性变量合起来:**R² = 0."
README_zh.md,80,广度,True,48647,"那只在控制了问卷推进度、且结局是**受门控**的那一个时成立。 在未受门控的 `totalfetishcategory` 上、控制了随和倾向之后,童年逆境 → 广度是 **r = +0.059,效应/地板 7.5** —— 真实且小,与已发表的 d=0.151 相符。 成年性侵害、体罚与成长环境仍近"
README_zh.md,80,广度,False,48804,"R09 · 消费](A09_consumption)** —— 消费同时碰到两项:它与 θ 相关(rho 0.17), **并且**独立地与坐标相关(匹配覆盖、广度与性别之后 **0.0439** —— 神经质参照量的 3.6 倍)。 方向不可得;这正是一个前瞻设计能解决的东西。  **[R10 ·"
README.md,120,breadth,True,3507,n outcome's explained variance** — and it grows with how well the outcome is explained (`r` = **+0.609**). Swapping the breadth proxy for block covera
README.md,120,pick count,False,4418,"inate — it comes with shame). > **C's one distinguishing prediction is unsupported** (`#234a`: stratify by shame, match pick count, > and the breadth "
README.md,120,breadth,False,4440,"shame). > **C's one distinguishing prediction is unsupported** (`#234a`: stratify by shame, match pick count, > and the breadth profile's split-half r"
README.md,120,pick count,False,5965,n S** — how uncommon the options you pick are | **+0.432** | blocks (32 multi-select) | untested | **+0.1185** | 9/20 | pick count controlled (+0.1155
README.md,120,breadth,False,6197,"in | **+0.6785** | blocks | **verified** (onset instrument, +0.1384) | +0.0830 | ~8–10/31  ⚠ **`#259`: this row and the breadth-type c3 row overlap he"
README.md,120,pick count,False,6530,"13 in absolute terms. They are kept as two rows because the residual is resolvable, not because they are independent. | pick count near-absent on the "
README.md,120,pick count,False,6949,"option-split seeds (`#255` — ⚠ `#254`'s ""predicts nothing"" is **withdrawn**: that reading came from one unlucky seed) | pick count controlled · block-"
README.md,120,pick count,False,7137," Breadth type c1 | **+0.6429** | blocks | untested | `UNCOMPUTED` | 13 → **9 after control, read as 6–12** (`#257`) | **pick count · sex · position S "
README.md,120,pick count,False,7315,"| Breadth type c2 | **+0.5778** | blocks | untested | `UNCOMPUTED` | 11 → **6 after control, read as 4–8** (`#257`) | **pick count · sex · position S "
README.md,120,category count,False,7733," 21 → **19 after control, read as 17–21** (`#257`) | correlates only +0.2036 with position; both survive jointly; total category count controlled — th"
README.md,120,pick count,False,8109,"hildhood-adversity flags, upbringing, relationship style, gender tolerance, politics, straightness, BMI, partner count, pick count, porn habit, self-r"
README.md,120,breadth,False,12030,— its profile sits at the ceiling against rho_i (−0.8499 vs 0.8779) |  **Read the reliability column first.** The three breadth types (0.56–0.72) are 
README.md,120,category count,False,19242,"sible* … *with little effort, yes*) and whether they have acted on everything that arouses them. Controlling S, c3⁻ and category count, shame predicts"
README.md,120,category count,False,22587," for you too.** Scanning 112 numeric person-level variables against the belief residual (after removing acting, S, c3⁻, category count and shame), the"
README.md,120,category count,False,25535,"h the direction now fixed, the five-item score predicts shame at **+0.0827** raw and **+0.0657** controlling S, c3⁻ and category count (se 0.0126), **"
README.md,120,category count,False,27639,"therapeutic — finds two more, and they are not one construct.** That item is not inverted shame: with shame, S, c3⁻ and category count removed, the re"
README.md,120,category count,False,37305,"e who have never had a partner.** Stratifying the shame→acted relation by partner count (0 versus ≥1), controlling age, category count and — in the na"
README.md,120,breadth,False,38073,", and the wide arm drops S and c3⁻ because they require ≥8 blocks. ⚠ **`#390`: put in one model, intensity survives and breadth collapses — the withdr"
README.md,120,breadth,False,38388,"ity score holds at **+0.1255** (se 0.0131, threshold 0.0253 from permuting both columns together) while the block-count breadth score falls from −0.04"
README.md,120,breadth,False,38466,h columns together) while the block-count breadth score falls from −0.0430 alone to **−0.0009**. So `#389`'s −0.026 was breadth speaking for intensity
README.md,120,category count,False,43681," the few for whom it ran the other way carry more shame.** Regressing shame on that within-person ordering, controlling category count and S, gives **"
README.md,120,breadth,False,50237,"on that does *not* reach shame** (`#278`). Everything else in > this project ends up pointing at it — position +0.1185, breadth-type c3 +0.1286, the b"
README.md,120,breadth,False,51258,"ed value is **+0.1293** (bootstrap 95% interval **[+0.088, +0.167]**, `#320`) — the same size as position (+0.1185) and breadth-type c3 (+0.1286). It "
README.md,120,breadth,True,53486,"d, so only signs and threshold-crossings are compared; the split is a description, not a causal claim. ⚠ **`#421`: and ""breadth"" on this page is not o"
README.md,120,breadth,True,53552,"s a description, not a causal claim. ⚠ **`#421`: and ""breadth"" on this page is not one quantity.** Enumerating the five breadth measures actually used"
README.md,120,category count,True,53591,"**`#421`: and ""breadth"" on this page is not one quantity.** Enumerating the five breadth measures actually used — onset-category count, fetish-categor"
README.md,120,category count,True,53614," on this page is not one quantity.** Enumerating the five breadth measures actually used — onset-category count, fetish-category count, endorsed-sex-a"
README.md,120,category count,True,53749," endorsed-sex-act count, block coverage and total picks — only **6 of their 10 pairwise correlations reach 0.6**. Onset-category count, block coverage"
README.md,120,category count,True,53912,cks intercorrelate at **+0.83 to +0.86** and behave as one thing (how much of the survey a person engaged with); fetish-category count sits at its edg
README.md,120,category count,True,54096,"rsed-sex-act count is the outlier, correlating only +0.26 to +0.51 with the rest** — its weakest link being with fetish-category count at **+0.2615**."
README.md,120,breadth,True,54133,"rrelating only +0.26 to +0.51 with the rest** — its weakest link being with fetish-category count at **+0.2615**. **So ""breadth"" is at least two thing"
README.md,120,breadth,False,57615,"easured over 25 independent resamplings: the position score reads **19–21** of 31, the between-block contrast **6–12**, breadth component 1 **10–12**,"
README.md,120,pick count,False,61492,"ses to **−0%** and a purely personal one survives at **+0.986** under the same treatment; **67%** survives removing the pick count, and its correlatio"
README.md,120,pick count,False,61529,"one survives at **+0.986** under the same treatment; **67%** survives removing the pick count, and its correlation with pick count (+0.608) is **lower"
README.md,120,pick count,False,62286," overlap** with the blocks (n=15,503), the position score predicts **shame at +0.1185**, and it survives every control: pick count (+0.1155), sex (+0."
README.md,120,pick count,False,62682,he internal discriminant: on the same pipeline the *therapeutic* item starts at +0.0937 and **collapses to +0.0075 once pick count is controlled** — s
README.md,120,breadth,False,63364,"tion score, not its only one  ⚠ **`#230` — shame has a second route, and it is slightly the stronger one**: the third **breadth-type** component (`#22"
README.md,120,breadth,False,63641,"le correlating only **+0.2036** with the position score. Entered together (standardised betas, n=6,717) **both survive: breadth-type-3 +0.1090, positi"
README.md,120,breadth,False,64327, split the 32 blocks by their own mean pick rate (a quantity external to the score's construction) and build a residual breadth score from each half. 
README.md,120,breadth,False,64934,"ransgressive half, −0.0041 when it loads equally). **Being broad about ordinary things goes with *less* shame; the same breadth, moved to where few pe"
README.md,120,breadth,False,65317,"ock position score `S` (reliability +0.7282) and the between-block contrast `D` (transgressive-half minus ordinary-half breadth, +0.6785; `corr(S,D) ="
README.md,120,breadth,False,67647,"0478** against a permutation null of 0.4587 ± 0.0143 (**33.5× the null's own spread**), k=3 at 0.9529 (**102×**). **So ""breadth has shape, at least tw"
README.md,120,pick count,False,72226,"ds**, so roughly 43% of the observed 0.174 drop is selection and range restriction and roughly 0.10 is not; controlling pick count flattens the curve "
README.md,120,pick count,False,74153,"s what they **share**, which this project has not yet named or tested. ⚠ **This split is partly produced by controlling pick count**: evaluated *margi"
README.md,120,pick count,False,74374,statistically indistinguishable from its shame correlation **+0.1185** — the clean division of labour appears only once pick count is held fixed (`#19
README.md,120,breadth,False,74868,"a cross-person principal component, so purely idiosyncratic combinations are invisible to it  ⚠ **`#227` — 这个「内容」维度的正名是 breadth（你对多少东西说「是」），不是内容口味**：t"
README.md,120,breadth,False,75171,"inted one way while 15 pointed the other, so every content person-score behind `#188`/`#189` is a partially cancelling ±breadth mixture. Aligned by **"
README.md,120,pick count,False,75296,"th mixture. Aligned by **leave-one-out sign consensus** (15 of 32 blocks flip), the dimension correlates **+0.8320 with pick count**, and **+0.5772 ev"
README.md,120,breadth,False,76260, instead of measuring it**; with 16 blocks per half a random-sign sum keeps ~1/√16 of a strong common signal. **The raw breadth reading does not depen
README.md,120,breadth,False,76412,"on any of this**: it is +0.8320 aligned and **+0.5154 unaligned**, both above the registered 0.5  ⚠ **`#228` — and that breadth is not a single respon"
README.md,120,breadth,False,76628,"dependent measurements of the same person×block cell, so every block-level property cancels — and a person's **residual breadth profile across blocks "
README.md,120,breadth,False,77200,"ced against zero when the baseline is +0.429, because the phenomenon is already there**. Scope is narrow: this refutes «breadth is *only* a global res"
README.md,120,category count,False,79905," population effect at all**: split people by whether they reported **≥8 onsets by age 14**, and match the rest on total category count (both medians 1"
README.md,120,category count,False,85747,"a dimension `#75`'s schedule does not have. ⚠ Connectivity has **no knee** (1.6×), so ""closes at 17"" holds only for the category count | `#135` `#136`"
README.md,120,category count,False,86882," latest one averages **22.6 years** (a within-person measurement, no cross-sectional assumption). Cross-sectionally the category count grows only from"
README.md,120,breadth,False,87408,"re by rarity (49.4×). **In units of each person's own permutation spread this is z = −0.5515**, and **every one of five breadth strata is resolvably n"
README.md,120,breadth,False,87766," is the arithmetic bound `(k−m)/k`, and after normalisation the residual gradient is *smaller* than what a deliberately breadth-independent planted ef"
README.md,120,breadth,False,97853,"rts multiselect answers **alphabetically** (119 pairs, agreement 1.0000); display order is destroyed `#69` | | Separate breadth from acquiescence | Ne"
README.md,120,breadth,False,98523,"isting quantities (the category's mean onset age, its onset spread, its holders' mean position score, its holders' mean breadth-type score) give **R² "
README.md,120,breadth,False,107303,"aint on A.  **[R06 · induction](A06_induction)** — the retrospective induction claim, its two absent signatures and the breadth it actually tracks are"
README.md,120,breadth,False,108003,ce**: retrospective self-report of induction is unusable as an outcome measure — phase 3 must be prospective.  **[R07 · breadth](A07_breadth)** — Quan
README.md,120,breadth,False,108016,ective self-report of induction is unusable as an outcome measure — phase 3 must be prospective.  **[R07 · breadth](A07_breadth)** — Quantity without 
README.md,120,breadth,False,108471,13% response style' figure comes from an index that is orthogonal to the POWER axis (+0.024) but correlates +0.385 with breadth itself; response style
README.md,120,breadth,False,108618,"yle and erotic endorsement cannot be separated without balanced-keyed items, which this release lacks.  **[E01·R05 · is breadth the object](E01_sexual"
README.md,120,breadth,False,108682,"keyed items, which this release lacks.  **[E01·R05 · is breadth the object](E01_sexual_as_a_value_not_a_category/A05_is_breadth_a_nuisance_or_the_obje"
README.md,120,breadth,True,109008,"trolled and a *gated* outcome. On the ungated `totalfetishcategory` with acquiescence controlled, childhood adversity → breadth is **r = +0.059, effec"
README.md,120,breadth,False,109363,"th terms: it correlates with θ (rho 0.17) *and* independently with the coordinates (**0.0439** after matching coverage, breadth and sex — 3.6× the neu"
README_zh.md,120,广度,True,1538,"全部 29 个结局做共同性分解:共享成分在 **29 个里有 22 个**为正,中位 **0.345pp** —— **相当于中位结局已解释方差的 18.2%** —— 而且结局越好解释,这个成分越大(`r` = **+0.609**)。把广度代理换成块覆盖数后它仍在(25/29 为正;两个代理的共"
README_zh.md,120,勾选数,False,1967,",重塑它作用过的那个表征 |  > ### 三个模型现在的处境(`#234c`) > **B 已死**(`#179`:位置不是一个不带立场的坐标 —— 它带着羞耻)。 > **C 唯一可分的预测没有支持**(`#234a`:按羞耻分层、匹配勾选数,宽度剖面的两半复现是 > **0.4672 / 0."
README_zh.md,120,勾选数,False,2700,| 最强对手 | |---|---:|---|---|---:|---:|---| | **位置分 S** —— 你挑的选项有多冷门 | **+0.432** | 块(32 道多选) | 未验 | **+0.1185** | 9/20 | 勾选数已控(+0.1155)· 性别 · 内容分 | | *
README_zh.md,120,勾选数,False,2965,"** —— 两者的结局剖面相关 **+0.7826**,而衰减上限是 0.9142 ± 0.0171,即**上限的 86%**;低于上限是可分辨的(7.7 个展布),但绝对差只有 0.13。保留两行是因为残差可分辨,不是因为它们独立。 | 勾选数在起始仪器上几乎不存在(+0.0428) | | **"
README_zh.md,120,勾选数,False,3189,"人**清晰度**给 +0.0148 ± 0.0116(1.3×,单种子) | **29 里 8,跨六个选项劈半种子读作 3–13**(`#255` —— ⚠ `#254` 的「什么都不预测」**已撤回**:那个读数来自一个不巧的种子) | 勾选数已控 · 块层属性已排除(`#228b`) | | 宽"
README_zh.md,120,勾选数,False,3301,"巧的种子) | 勾选数已控 · 块层属性已排除(`#228b`) | | 宽度类型 c1 | **+0.6429** | 块 | 未验 | `UNCOMPUTED` | 13 → **控制后 9,读作 6–12**(`#257`) | **勾选数 · 性别 · 位置分 S 三重已控**(`#252`"
README_zh.md,120,勾选数,False,3419,"**勾选数 · 性别 · 位置分 S 三重已控**(`#252`) | | 宽度类型 c2 | **+0.5778** | 块 | 未验 | `UNCOMPUTED` | 11 → **控制后 6,读作 4–8**(`#257`) | **勾选数 · 性别 · 位置分 S 三重已控**(`#252`"
README_zh.md,120,类别数,False,3644,"仪器越轨半 +0.1815、与普通半 **−0.1086**,差 18.6×) | **+0.1286** | 21 → **控制后 19,读作 17–21**(`#257`) | 与位置分只相关 +0.2036,同时进回归两个都活;控制总类别数后差**变大**到 +0.4905 ⚠ **`#366"
README_zh.md,120,广度,False,5986,"× 0.2346 = 0.469。可靠性 0.380 一直是对的,配对相关不是。**),所以去衰减后是 **+0.1293**(自助 95% 区间 **[+0.088, +0.167]**,`#320`) —— 与位置分(+0.1185)和广度型 c3(+0.1286)同量级。它扛住了答题风格的控制"
README_zh.md,120,计数,True,6395,"` 不得不翻转方向的那个**从不为正**的 `RATING_NEG_FIB` 尺度。用一道**措辞把方向锁死**的同族题来标定整个家族 —— *「我已经实践过所有唤起我的东西」*,若「值越高 = 越同意」,它**必须**随一个人认可的性行为计数上升 —— 对两个计数锚给出 **+0.118** 与 "
README_zh.md,120,计数,True,6406,"个**从不为正**的 `RATING_NEG_FIB` 尺度。用一道**措辞把方向锁死**的同族题来标定整个家族 —— *「我已经实践过所有唤起我的东西」*,若「值越高 = 越同意」,它**必须**随一个人认可的性行为计数上升 —— 对两个计数锚给出 **+0.118** 与 **+0.056**。"
README_zh.md,120,计数,True,6492," 越同意」,它**必须**随一个人认可的性行为计数上升 —— 对两个计数锚给出 **+0.118** 与 **+0.056**。**所以「值越高 = 越同意」成立,而本页每一条羞耻结论此前都压在一个从未被验证的假设上。**  ⚠ 另外,两个计数锚对这两题**给出相反的符号** —— 被画的与写的东西"
README_zh.md,120,类别数,True,6564," = 越同意」成立,而本页每一条羞耻结论此前都压在一个从未被验证的假设上。**  ⚠ 另外,两个计数锚对这两题**给出相反的符号** —— 被画的与写的东西唤起,与**认可的性行为数**是 **−0.076 / −0.062**,与**恋物类别数**是 **+0.095 / +0.035** —— "
README_zh.md,120,计数,True,6682,"恋物类别数**是 **+0.095 / +0.035** —— 那是一个**实质的分裂**,不是仪器失灵。 ⚠ **`#420`:而它经得起一次正式的检验。** 控制 `S`、`c3⁻`、羞耻与年龄之后,`form` 分数对**认可的性行为计数**是 **−0.076**(阈 0.019),对**恋"
README_zh.md,120,计数,True,6715,"是一个**实质的分裂**,不是仪器失灵。 ⚠ **`#420`:而它经得起一次正式的检验。** 控制 `S`、`c3⁻`、羞耻与年龄之后,`form` 分数对**认可的性行为计数**是 **−0.076**(阈 0.019),对**恋物类别计数**是 **+0.049**(阈 0.022),两者都越"
README_zh.md,120,计数,True,6797,"可的性行为计数**是 **−0.076**(阈 0.019),对**恋物类别计数**是 **+0.049**(阈 0.022),两者都越过由「打乱 `form` 分数本身」构造的 offset 零 —— **反号,而且两个都存活**;而两个计数彼此相关 **+0.373**,所以「共线残留」并不是稻"
README_zh.md,120,计数,True,6906,"两个都存活**;而两个计数彼此相关 **+0.373**,所以「共线残留」并不是稻草人。**对画的与写的东西有反应的人,想要的**种类**更多,而做过的**事**更少 —— 而这不是口味整体上更冷门造成的,那一条已经控掉了。**  ⚠ 两个计数都是自报并各自标准化,所以只比符号与是否越阈;这个分裂是"
README_zh.md,120,广度,True,6965,",想要的**种类**更多,而做过的**事**更少 —— 而这不是口味整体上更冷门造成的,那一条已经控掉了。**  ⚠ 两个计数都是自报并各自标准化,所以只比符号与是否越阈;这个分裂是描述,不是因果主张。 ⚠ **`#421`:而本页所说的「广度」**不是一个量**。** 把实际用过的五个广度量列举出"
README_zh.md,120,广度,True,6989," —— 而这不是口味整体上更冷门造成的,那一条已经控掉了。**  ⚠ 两个计数都是自报并各自标准化,所以只比符号与是否越阈;这个分裂是描述,不是因果主张。 ⚠ **`#421`:而本页所说的「广度」**不是一个量**。** 把实际用过的五个广度量列举出来 —— 起始类别数、恋物类别数、认可的性行为数"
README_zh.md,120,类别数,True,7002,"更冷门造成的,那一条已经控掉了。**  ⚠ 两个计数都是自报并各自标准化,所以只比符号与是否越阈;这个分裂是描述,不是因果主张。 ⚠ **`#421`:而本页所说的「广度」**不是一个量**。** 把实际用过的五个广度量列举出来 —— 起始类别数、恋物类别数、认可的性行为数、块覆盖数、总勾选项数 —"
README_zh.md,120,类别数,True,7008,",那一条已经控掉了。**  ⚠ 两个计数都是自报并各自标准化,所以只比符号与是否越阈;这个分裂是描述,不是因果主张。 ⚠ **`#421`:而本页所说的「广度」**不是一个量**。** 把实际用过的五个广度量列举出来 —— 起始类别数、恋物类别数、认可的性行为数、块覆盖数、总勾选项数 —— 它们的 "
README_zh.md,120,类别数,True,7066, ⚠ **`#421`:而本页所说的「广度」**不是一个量**。** 把实际用过的五个广度量列举出来 —— 起始类别数、恋物类别数、认可的性行为数、块覆盖数、总勾选项数 —— 它们的 10 对两两相关里**只有 6 对达到 0.6**。起始类别数、块覆盖数与总勾选项数彼此 **+0.83 ~ +0.
README_zh.md,120,类别数,True,7131,"、认可的性行为数、块覆盖数、总勾选项数 —— 它们的 10 对两两相关里**只有 6 对达到 0.6**。起始类别数、块覆盖数与总勾选项数彼此 **+0.83 ~ +0.86**,表现得像**一件事**(一个人在这份问卷里卷入了多少);恋物类别数在它的边缘(+0.62 ~ +0.74);**而认可的"
README_zh.md,120,类别数,True,7209,"3 ~ +0.86**,表现得像**一件事**(一个人在这份问卷里卷入了多少);恋物类别数在它的边缘(+0.62 ~ +0.74);**而认可的性行为数是落单的那一个,与其余只有 +0.26 ~ +0.51** —— 最弱的一环正是它与恋物类别数的 **+0.2615**。**所以「广度」至少是两个"
README_zh.md,120,广度,True,7231,"*(一个人在这份问卷里卷入了多少);恋物类别数在它的边缘(+0.62 ~ +0.74);**而认可的性行为数是落单的那一个,与其余只有 +0.26 ~ +0.51** —— 最弱的一环正是它与恋物类别数的 **+0.2615**。**所以「广度」至少是两个东西 —— 你对多少种东西有兴趣,和你实际做"
README_zh.md,120,勾选数,False,10958," —— 两条都占的人背的是低低组的 **2.81 倍**,**正好是两份之和**。连续交互系数 **−0.0150**,置换零 +0.0051 ± 0.0135,而同一个检验把植入的 0.15 交互认成 **+0.1502**。它扛住了控制勾选数与分性别(−0.024 … −0.008)。**这是一"
README_zh.md,120,类别数,False,11453,"耻改变的是一个人**做了什么**,不是他**相信什么**。** 问卷里两题正好切开这件事:「如果非常努力,你能停止被它唤起吗」(*Impossible* … *稍微努力就行*)与「我已经实践过所有唤起我的东西」。控制 `S`、`c3⁻` 与类别数后,羞耻对「实践了多少」是 **−0.0833**(s"
README_zh.md,120,类别数,False,12788,"永远不能。** 这条链的方向在这些测量上**不可识别**,而且任何样本量都改变不了。 ⚠ **`#388`:而真正预测这个信念的,是「普通的东西对你也有用」。** 把 112 个数值型人层量对着信念的残差(已去掉实践量、`S`、`c3⁻`、类别数与羞耻)扫一遍,最大的是 **+0.0888**,对着"
README_zh.md,120,计数,True,13106,"`#391`。** 这五题是 `RATING_NEG_FIB` 的**全部**(全问卷恰好五个),而它们的取值只跑遍 {0, −1, −2, −3, −5, −8},**从不为正**,**众数是 −8**,0 最罕见。用两个方向由构造固定的计数变量作锚:五题平均与 `Totalsexacts` 相关"
README_zh.md,120,计数,True,13346,"003。**所以 −8 才是「色」的那一端:分数越高,常规的东西对他**越不**起作用。** 于是 +0.1255 的读法是:**普通的东西对一个人越不起作用,他越相信自己能停下来。**  ⚠ 而构念也不是「常规内容」—— 它与认可的性行为计数相关 −0.45,有很大一块只是**整体性唤起度取反**"
README_zh.md,120,类别数,False,13962,"但那是这次复制的限制,不是把结论救回来的理由。** ⚠ **`#395`:而同一个分数也预测羞耻 —— 它是两件**彼此无关**的事的共同前项。** 方向订正之后,五题分数预测羞耻:原始 **+0.0827**,控制 `S`、`c3⁻` 与类别数后 **+0.0657**(se 0.0126),越过"
README_zh.md,120,类别数,False,14861,"见的,不是在找羞耻路径时找到的。 ⚠ **`#398`–`#399`:换第三个结局去扫 —— 「参与/幻想那些唤起我的东西对我是疗愈的」—— 又找到两条,而它们**不是一个构念**。** 那道题不是羞耻取反:去掉羞耻、`S`、`c3⁻` 与类别数后,残差里仍有结构(最大 \|r\| **0.1187"
README_zh.md,120,计数,True,17060,"| 10.17)**,五题分数 +0.17、`c3⁻` −0.17、平均起始 +0.16、轮廓清晰度 −0.09 也都越过 2.73 的族内阈。**但用一个既不是羞耻、也不是我的读法的锚**把八个量都定向到「更卷入」—— 即**认可的性行为计数**,它的方向由「它是一个计数」固定,且不参与四格的定义"
README_zh.md,120,计数,True,17075," +0.17、`c3⁻` −0.17、平均起始 +0.16、轮廓清晰度 −0.09 也都越过 2.73 的族内阈。**但用一个既不是羞耻、也不是我的读法的锚**把八个量都定向到「更卷入」—— 即**认可的性行为计数**,它的方向由「它是一个计数」固定,且不参与四格的定义 —— **只有 8 个里的 "
README_zh.md,120,计数,False,18646,"位 0.690)——该零由「打乱 `S`、保住结局之间的相关」构造。**它以 +2.47 sd 越阈 —— 擦线 —— 而结局之间的相关会**抬高**一致性,所以偏差朝着结论的方向。**  ⚠ MDE 扫描**每一级都饱和**,因为**符号计数**这种统计量几乎没有动态范围:这个设计的 MDE **"
README_zh.md,120,类别数,False,19160,"*被检验过**而不是被假定的理由。 ⚠ MDE 40% 对着有意义的 50%,扫描未饱和。 ⚠ **`#411`:而在**从没有过性伴**的人身上,羞耻几乎完全不压制行动。** 把「羞耻 → 实践」按性伴数(0 vs ≥1)分层,控制年龄、类别数,窄臂另控 `S` 与 `c3⁻`:系数在从没有过性伴"
README_zh.md,120,广度,False,19483,"没有观众,也没有机会**,而「实践了多少」同时被这两者压低 —— **任何样本量都分不开它们。** ⚠ 宽窄两口径是不同人群,而宽臂去掉了 `S` 与 `c3⁻`(它们需要 ≥8 个块)。 ⚠ **`#390`:放进同一个模型,强度活下来、广度塌掉 —— 那次收回被一个**事先注册**的检验撤销。*"
README_zh.md,120,计数,False,19617,"个**事先注册**的检验撤销。** 两项同时在场时(它们相关 −0.37,所以「共线到两个都塌」那个世界不成立),评分式的**强度**分数保持 **+0.1255**(se 0.0131,阈 0.0253,由两列**一起**打乱给出),而块计数式的**广度**分数从单独放的 −0.0430 掉到 *"
README_zh.md,120,广度,False,19623,"册**的检验撤销。** 两项同时在场时(它们相关 −0.37,所以「共线到两个都塌」那个世界不成立),评分式的**强度**分数保持 **+0.1255**(se 0.0131,阈 0.0253,由两列**一起**打乱给出),而块计数式的**广度**分数从单独放的 −0.0430 掉到 **−0.00"
README_zh.md,120,广度,False,19680,"强度**分数保持 **+0.1255**(se 0.0131,阈 0.0253,由两列**一起**打乱给出),而块计数式的**广度**分数从单独放的 −0.0430 掉到 **−0.0009**。所以 `#389` 的 −0.026 是**广度在替强度说话**。**三个结局与各自的预测都写在跑之前*"
