q,world,seed,lam,val,skill,eff_rank
13,real,47,2.0,0.09614335516844172,0.009521944767442392,19
13,real,47,3.0,0.09368079949932352,0.009351647497217841,19
13,real,47,4.0,0.09237446322390898,0.008959656986942566,19
13,real,47,6.0,0.09273469581945697,0.01061980295546372,18
13,real,47,8.0,0.09474987139494918,0.013356989738987246,18
13,real,47,12.0,0.0981156224751647,0.01641771591663732,18
13,r2,47,0.5,0.15856856301664451,0.039118855542741304,19
13,r2,47,1.0,0.14879873799055754,0.06645716848158478,19
13,r2,47,2.0,0.1367278755582145,0.0988003878150363,19
13,r2,47,3.0,0.1304192493215845,0.11488775140849106,19
13,r2,47,4.0,0.1270484270012189,0.12328627067130726,19
13,r2,47,6.0,0.12416903747169813,0.13052595468737027,19
13,r2,47,8.0,0.1257213386378717,0.13786958029740048,18
13,r2,47,12.0,0.12951784331634034,0.1454168963851954,18
13,r5,47,0.5,0.18721492195601314,0.04654978995988801,19
13,r5,47,1.0,0.1755487423772506,0.07993495453008281,19
13,r5,47,2.0,0.16057615743081954,0.12102533350200373,19
13,r5,47,3.0,0.15234604637257274,0.14253414346634719,19
13,r5,47,4.0,0.1477461040982812,0.1542102639044991,19
13,r5,47,6.0,0.14360139555141796,0.16466194654705202,19
13,r5,47,8.0,0.14453579341427025,0.17333195915987165,18
13,r5,47,12.0,0.14844707790980463,0.18286996433626057,18
13,margin,47,0.5,0.10412408701925961,0.0016999639662295118,19
13,margin,47,1.0,0.100711497690342,0.0017510910156022241,19
13,margin,47,2.0,0.09655209202590097,0.0003414808942067138,19
13,margin,47,3.0,0.09437047148116982,-0.001127749826471569,19
13,margin,47,4.0,0.09319774300530954,-0.0021476708376507725,19
13,margin,47,6.0,0.09375130489739718,-0.0011630409853073953,18
13,margin,47,8.0,0.09582505193372053,0.001003084622104855,18
13,margin,47,12.0,0.09924678241250323,0.003483492940961175,18
17,real,11,0.5,0.11156344050506269,0.0037893947512396275,10
17,real,11,1.0,0.10173499130364184,0.00047222735766994095,10
17,real,11,2.0,0.09450999143139471,-0.0041127357899581884,10
17,real,11,3.0,0.09909811167791727,0.0030104595642292953,9
17,real,11,4.0,0.10378293589416841,0.008097274070652305,9
17,real,11,6.0,0.11175720173990152,0.014458732610334368,8
17,real,11,8.0,0.11819432070729227,0.01703101741783608,7
17,real,11,12.0,0.12781578662988718,0.010944220770376822,4
17,r2,11,0.5,0.1507795205979678,0.06880813509534134,10
17,r2,11,1.0,0.1344749851527769,0.09357431470646238,10
17,r2,11,2.0,0.1234017953572355,0.10743941685564096,10
17,r2,11,3.0,0.12549747182575038,0.12173306222002467,9
17,r2,11,4.0,0.13005471405817368,0.1330846648816867,9
17,r2,11,6.0,0.1379122024162946,0.14562906650852636,9
17,r2,11,8.0,0.14419703949402507,0.1524585708272408,9
17,r2,11,12.0,0.1540429288012545,0.14645447532647438,3
17,r5,11,0.5,0.16453908742357673,0.06292364401651596,10
17,r5,11,1.0,0.1471780914376212,0.08730811517270465,10
17,r5,11,2.0,0.13441778579440306,0.1014837154513093,10
17,r5,11,3.0,0.1355266950983255,0.11292514869728365,9
17,r5,11,4.0,0.14060328791968887,0.12321373348013354,9
17,r5,11,6.0,0.14948443134161676,0.13404730277811638,9
17,r5,11,8.0,0.15668629578982957,0.1395492576348072,9
17,r5,11,12.0,0.17031711129740332,0.11911245683657323,4
17,margin,11,0.5,0.11545857423267489,-0.006432384920167844,10
17,margin,11,1.0,0.10639862730284788,-0.014612082474801169,10
17,margin,11,2.0,0.09973547892895836,-0.022293341883894646,10
17,margin,11,3.0,0.10392372913232031,-0.01584012103278365,9
17,margin,11,4.0,0.1089241479790113,-0.010180642600318923,9
17,margin,11,6.0,0.11708974622883955,-0.003398930450659976,8
17,margin,11,8.0,0.12374577917536284,2.1992753035937618e-05,7
17,margin,11,12.0,0.1330225696863365,-0.0009093140841327507,5
17,real,29,0.5,0.11694699295037617,0.00831394338274627,10
17,real,29,1.0,0.10758577879404246,0.007382048614893444,10
17,real,29,2.0,0.10085846464390617,0.0045426892709306,10
17,real,29,3.0,0.10446186343876147,0.011294612049192687,9
17,real,29,4.0,0.10927133059796162,0.017056996458634233,9
17,real,29,6.0,0.11729328496390826,0.02216164241916596,8
17,real,29,8.0,0.12376231657163855,0.021827488424645214,6
17,real,29,12.0,0.13257061763587163,0.013254797569489774,4
17,r2,29,0.5,0.14645572612516258,0.03361716409315363,10
17,r2,29,1.0,0.1321869929925111,0.04298547765310068,10
17,r2,29,2.0,0.12178845929120198,0.0454279735041867,10
17,r2,29,3.0,0.12439702333500938,0.05522340931729075,9
17,r2,29,4.0,0.12936707383852816,0.06396426438674885,9
17,r2,29,6.0,0.13786095823805414,0.07400776905953288,9
17,r2,29,8.0,0.14467778720247787,0.07937127511480868,9
17,r2,29,12.0,0.1556766702355479,0.07393067209841053,5
17,r5,29,0.5,0.16648316224806284,0.04322580363037787,10
17,r5,29,1.0,0.15068546665174568,0.058833084539581915,10
17,r5,29,2.0,0.13880734642003986,0.06746525974148576,10
17,r5,29,3.0,0.13869953270286414,0.07439844652217542,9
17,r5,29,4.0,0.14438997024102662,0.0842763059311018,9
17,r5,29,6.0,0.15416645442448454,0.09534678682624742,9
17,r5,29,8.0,0.16204504843892661,0.10123347670619376,9
17,r5,29,12.0,0.17567763223848468,0.08605922515598485,4
17,margin,29,0.5,0.11617405935462956,-0.00010026250759387345,10
17,margin,29,1.0,0.10703764419337759,-0.004620253677086517,10
17,margin,29,2.0,0.1002702545161295,-0.009813740242389124,10
17,margin,29,3.0,0.10457569626061677,-0.003079841152751839,9
17,margin,29,4.0,0.10943481874501708,0.0024379341590737846,9
17,margin,29,6.0,0.11753068619107167,0.008225536340416784,8
17,margin,29,8.0,0.12396453817112361,0.009472956691837786,7
17,margin,29,12.0,0.13314125086711223,0.003451074422602951,6
17,real,47,0.5,0.11835602157347183,0.009623425905067817,10
17,real,47,1.0,0.10866056370497415,0.009310786127514126,10
17,real,47,2.0,0.10152585347740561,0.006785161912247317,10
17,real,47,3.0,0.10420566126764154,0.011256046640031658,9
17,real,47,4.0,0.10922135797995385,0.015991008157921427,9
17,real,47,6.0,0.11766867430925286,0.020496013946153413,8
17,real,47,8.0,0.12421828274988422,0.02117925546358901,7
17,real,47,12.0,0.13398509230152386,0.011561950895716211,3
17,r2,47,0.5,0.14650193249259397,0.019979283250360913,10
17,r2,47,1.0,0.13437727962467014,0.023989596024478144,10
17,r2,47,2.0,0.12540125107678468,0.02333674038832212,10
17,r2,47,3.0,0.12791320822441907,0.03052619283720981,9
17,r2,47,4.0,0.1330012548298459,0.03809966523606212,9
17,r2,47,6.0,0.14158618351330354,0.04721403300211102,9
17,r2,47,8.0,0.1484220069780306,0.05259798027753415,9
17,r2,47,12.0,0.1591239155443262,0.04588461867850624,5
17,r5,47,0.5,0.1621636647252657,0.05870420816036459,10
17,r5,47,1.0,0.14665654158407052,0.08198999963030196,10
17,r5,47,2.0,0.13527979585307484,0.09578555189454097,10
17,r5,47,3.0,0.13552819550664016,0.10357270909263827,9
17,r5,47,4.0,0.1408835604569019,0.11198453177322165,9
17,r5,47,6.0,0.15011253205118125,0.12030131507488118,9
17,r5,47,8.0,0.15757854432600052,0.12425965543560358,9
17,r5,47,12.0,0.17141366383885112,0.10025551215319262,4
17,margin,47,0.5,0.11499441485764125,-0.0026957520677076685,10
17,margin,47,1.0,0.10604616076431338,-0.009508125304375836,10
17,margin,47,2.0,0.09945677396466605,-0.0164368061827721,10
17,margin,47,3.0,0.103332647768004,-0.010657061983897376,9
17,margin,47,4.0,0.10828758397770973,-0.0050559626994854945,9
17,margin,47,6.0,0.11645894662679754,0.0016228221819530875,8
17,margin,47,8.0,0.12305838270170745,0.004348415090105084,7
17,margin,47,12.0,0.1317415641009654,0.0007552265957728732,6
19,real,11,0.5,0.14014263874237712,0.014801705024602874,19
19,real,11,1.0,0.13381091882223545,0.022128875490509348,19
19,real,11,2.0,0.12733734783901526,0.027595163845480886,19
19,real,11,3.0,0.12468043243849963,0.029115369361859877,19
19,real,11,4.0,0.12376601656875794,0.02995465173675549,18
19,real,11,6.0,0.12717268061705259,0.03555756334319915,18
19,real,11,8.0,0.13017325604174473,0.03854080521835912,18
19,real,11,12.0,0.13490283469832187,0.04142636304772518,18
19,r2,11,0.5,0.1771420136904818,0.06905540140502231,19
19,r2,11,1.0,0.1623765532290641,0.11049551748540132,19
19,r2,11,2.0,0.14738223932497177,0.15062349214828052,19
19,r2,11,3.0,0.14135284464338144,0.1662416648074374,19
19,r2,11,4.0,0.13880442467169582,0.17286785437250773,19
19,r2,11,6.0,0.14055830879501224,0.18347780091621846,18
19,r2,11,8.0,0.143498892277604,0.18912706511261013,18
19,r2,11,12.0,0.14845464785114557,0.19438298487391836,18
19,r5,11,0.5,0.19859908176100718,0.08192598451887856,19
19,r5,11,1.0,0.18146022423833888,0.13240134107558177,19
19,r5,11,2.0,0.16358714773361435,0.18310843462147386,19
19,r5,11,3.0,0.1561375946280832,0.2037735515146416,19
19,r5,11,4.0,0.15288474248276027,0.21290338954006327,19
19,r5,11,6.0,0.1540876388486572,0.2268416879814118,18
19,r5,11,8.0,0.156939913082251,0.2343133960857332,18
19,r5,11,12.0,0.16194729659647603,0.24129297091252688,18
19,margin,11,0.5,0.14115683267500054,-0.001129132168574798,19
19,margin,11,1.0,0.13674760124499136,-0.0035003001208312456,19
19,margin,11,2.0,0.13203154165618156,-0.007866608640055173,19
19,margin,11,3.0,0.12999139318968922,-0.010423971738704574,19
19,margin,11,4.0,0.12975368864052073,-0.01071169080893497,18
19,margin,11,6.0,0.1334450794820361,-0.006326263511592489,18
19,margin,11,8.0,0.1365370398698346,-0.0036873234632356366,18
19,margin,11,12.0,0.14135911929123865,-0.0010598495675653297,18
19,real,29,0.5,0.1396797726155408,0.014210882682565762,19
19,real,29,1.0,0.1334202596261343,0.020980741996415864,19
19,real,29,2.0,0.12703320408773897,0.025705231832929498,19
19,real,29,3.0,0.12441420724966562,0.02683883931733355,19
19,real,29,4.0,0.12382757258710501,0.028015528427229097,18
19,real,29,6.0,0.1271012317051488,0.03369684705578935,18
19,real,29,8.0,0.12998616699374155,0.036763973382277326,18
19,real,29,12.0,0.1345532502924125,0.0398313648992038,18
19,r2,29,0.5,0.1834643817102646,0.04090528442362262,19
19,r2,29,1.0,0.17258146913782563,0.06461399861736661,19
19,r2,29,2.0,0.16108235205767205,0.08656128390249385,19
19,r2,29,3.0,0.15615488691630638,0.09460659387799208,19
19,r2,29,4.0,0.15395525388464815,0.09791027826377274,19
19,r2,29,6.0,0.15628589645991545,0.10727443495092082,18
19,r2,29,8.0,0.15958940985044315,0.11311830896404274,18
19,r2,29,12.0,0.16505708734275554,0.11900355533380425,18
19,r5,29,0.5,0.1930024436873802,0.08018370621341442,19
19,r5,29,1.0,0.17657133398121977,0.12915481215058078,19
19,r5,29,2.0,0.15956961319711566,0.17775657968367087,19
19,r5,29,3.0,0.15255561286927302,0.19715376165927534,19
19,r5,29,4.0,0.14952570280559757,0.20555338241053578,19
19,r5,29,6.0,0.1507209689005285,0.21810113561520306,18
19,r5,29,8.0,0.15368540066525452,0.22522277540308377,18
19,r5,29,12.0,0.15883222270438602,0.23196138993264703,18
19,margin,29,0.5,0.1424767714572128,-0.0012197372554338948,19
19,margin,29,1.0,0.13810647594084638,-0.0037861763647042412,19
19,margin,29,2.0,0.13344463394150494,-0.00845835219006219,19
19,margin,29,3.0,0.1314294178355218,-0.011249159626846472,19
19,margin,29,4.0,0.13109712255551648,-0.011778625321305025,18
19,margin,29,6.0,0.13474562156188802,-0.007108932606973428,18
19,margin,29,8.0,0.13781314532674982,-0.004205889484838465,18
19,margin,29,12.0,0.14262111503062308,-0.0012088749140667376,18
19,real,47,0.5,0.13862988411250948,0.014698798155529658,19
19,real,47,1.0,0.13223732976683628,0.021820426861766884,19
19,real,47,2.0,0.12568753896969423,0.026902534484265272,19
19,real,47,3.0,0.1229858459600391,0.028148536967799953,19
19,real,47,4.0,0.12226824386440052,0.02923914999866395,18
19,real,47,6.0,0.12564263499347958,0.035050685674741344,18
19,real,47,8.0,0.12860042964472748,0.03817418655828808,18
19,real,47,12.0,0.13326122665839726,0.0412422814380643,18
19,r2,47,0.5,0.1828612686799055,0.059123637094726456,19
19,r2,47,1.0,0.16977632892464511,0.09387343603005671,19
19,r2,47,2.0,0.15647044188810696,0.12677521838130157,19
19,r2,47,3.0,0.15108231840566805,0.13930196385894433,19
19,r2,47,4.0,0.148786277622184,0.14461673463611735,19
19,r2,47,6.0,0.15117418276515274,0.1561175591732915,18
19,r2,47,8.0,0.15412558908386453,0.16220212556414837,18
19,r2,47,12.0,0.15905608231764845,0.16832985783178234,18
19,r5,47,0.5,0.19306221864055217,0.09383361382624789,19
19,r5,47,1.0,0.17466808703883574,0.15136305775599657,19
19,r5,47,2.0,0.155890569445746,0.20858204141060843,19
19,r5,47,3.0,0.1483002395193907,0.23141975877132226,19
19,r5,47,4.0,0.1450768740876278,0.24130326507511202,19
19,r5,47,6.0,0.14614132625256,0.255727262340798,18
19,r5,47,8.0,0.148881303909446,0.2634960772796434,18
19,r5,47,12.0,0.1537001713999029,0.27088239422116167,18
19,margin,47,0.5,0.14229525631904047,-0.0016455281399493371,19
19,margin,47,1.0,0.13788893297186114,-0.004515343858810139,19
19,margin,47,2.0,0.1331520720674554,-0.009601402008583726,19
19,margin,47,3.0,0.13108267158666695,-0.012591553183317616,19
19,margin,47,4.0,0.13079036543127062,-0.013088811295638214,18
19,margin,47,6.0,0.1344795015146247,-0.008344222389210731,18
19,margin,47,8.0,0.13758670004800444,-0.005389193399488068,18
19,margin,47,12.0,0.14245696439537664,-0.002312224714486777,18
29,real,11,0.5,0.1417780426048523,0.016461181808711256,22
29,real,11,1.0,0.13572692765751257,0.025823957506693973,22
29,real,11,2.0,0.12902095550338807,0.03433718517983353,22
29,real,11,3.0,0.1259266623640971,0.03736163133282211,22
29,real,11,4.0,0.12444629345736653,0.0385448420426846,22
29,real,11,6.0,0.12558657278878121,0.04288602768745986,21
29,real,11,8.0,0.12797450757280343,0.046519255627845424,21
29,real,11,12.0,0.13194739694915608,0.04996349404354028,20
29,r2,11,0.5,0.17873717251578375,0.05993650119464511,22
29,r2,11,1.0,0.16588772772502597,0.09841933214349574,22
29,r2,11,2.0,0.1517018098061718,0.1390892339956029,22
29,r2,11,3.0,0.1453296536004344,0.15662173426767922,22
29,r2,11,4.0,0.1423501779284733,0.16474332610365772,22
29,r2,11,6.0,0.1415164492760216,0.1737350802363986,21
29,r2,11,8.0,0.1436787652016783,0.18052030683268427,21
29,r2,11,12.0,0.1476598218703805,0.18700241566744635,21
29,r5,11,0.5,0.1910032052664126,0.07657957453480069,22
29,r5,11,1.0,0.17506955138458066,0.1271108061461541,22
29,r5,11,2.0,0.15724311757560983,0.18265354517463572,22
29,r5,11,3.0,0.14910049826399002,0.20794956963044497,22
29,r5,11,4.0,0.1452385549568785,0.22017359279039317,22
29,r5,11,6.0,0.1433882867689955,0.23205955471716,21
29,r5,11,8.0,0.1453003739508923,0.24033232662608928,21
29,r5,11,12.0,0.14915148206382334,0.2477055125618819,21
29,margin,11,0.5,0.14524639470020698,0.0007603153917170591,22
29,margin,11,1.0,0.1412511123858749,-0.00012152976420787276,22
29,margin,11,2.0,0.13655044846678913,-0.0029899430709650066,22
29,margin,11,3.0,0.13420564389189432,-0.005262534537096797,22
29,margin,11,4.0,0.13300929402295156,-0.0066778784233868516,22
29,margin,11,6.0,0.13453654032273965,-0.004699921549833341,21
29,margin,11,8.0,0.137166090549122,-0.0020481621300885156,21
29,margin,11,12.0,0.14145318428291168,0.0007445828582522962,20
29,real,29,0.5,0.1421193148719071,0.015559690629731282,22
29,real,29,1.0,0.13600017150949797,0.024324851912291834,22
29,real,29,2.0,0.12917028395978006,0.03212861504687148,22
29,real,29,3.0,0.1259791911509448,0.03482653156462179,22
29,real,29,4.0,0.1244320626944227,0.035873309737521675,22
29,real,29,6.0,0.12562643214465186,0.040355325608060544,21
29,real,29,8.0,0.1279770970264922,0.043986952631195564,21
29,real,29,12.0,0.13191934501399924,0.04744509251674267,20
29,r2,29,0.5,0.18489778795950085,0.034399510512827636,22
29,r2,29,1.0,0.17578558684635792,0.05636547707311057,22
29,r2,29,2.0,0.16523865468818424,0.07954899156228368,22
29,r2,29,3.0,0.1601323896284504,0.08957898739508052,22
29,r2,29,4.0,0.1575720505007051,0.0942340504852347,22
29,r2,29,6.0,0.15671929252916422,0.09967629628124497,21
29,r2,29,8.0,0.15931503889194984,0.10520825567555525,21
29,r2,29,12.0,0.16390458035362904,0.11052547010890257,21
29,r5,29,0.5,0.19141156012272087,0.06942693243126918,22
29,r5,29,1.0,0.17635165683068968,0.11538736170211061,22
29,r5,29,2.0,0.15925038880428666,0.16618741127767478,22
29,r5,29,3.0,0.1512822311862592,0.18942171502147798,22
29,r5,29,4.0,0.14744287924872074,0.20073872133697124,22
29,r5,29,6.0,0.14573122576253109,0.21249360644940896,21
29,r5,29,8.0,0.14766084137951144,0.22083104705317536,21
29,r5,29,12.0,0.15154413443744638,0.2283932462927074,21
29,margin,29,0.5,0.14503944207069305,0.0006858573586517869,22
29,margin,29,1.0,0.14112472726928108,-0.00025622100830802186,22
29,margin,29,2.0,0.13651077275314524,-0.0030190727438844656,22
29,margin,29,3.0,0.134207670266506,-0.005205688114949258,22
29,margin,29,4.0,0.13303349070586484,-0.006563289571707487,22
29,margin,29,6.0,0.1346993890271056,-0.004578969547207157,21
29,margin,29,8.0,0.13730066716773706,-0.002165906500917636,21
29,margin,29,12.0,0.14152692532814964,0.0003230922372777778,20
29,real,47,0.5,0.14238746819289297,0.017182890694419473,22
29,real,47,1.0,0.13632417970995309,0.027227253763743353,22
29,real,47,2.0,0.1295367658155987,0.0367179836893311,22
29,real,47,3.0,0.12635889020238442,0.04025403616848611,22
29,real,47,4.0,0.12481827368292042,0.04167384643094196,22
29,real,47,6.0,0.12569262102781156,0.045233819054909086,21
29,real,47,8.0,0.12813048565294344,0.04827231936636056,21
29,real,47,12.0,0.13224011096308352,0.050844426611852844,20
29,r2,47,0.5,0.18565286734374695,0.06675707393331698,22
29,r2,47,1.0,0.17213668071434735,0.10964232665989604,22
29,r2,47,2.0,0.1572065280309175,0.1548035835193441,22
29,r2,47,3.0,0.15049714700514663,0.17403727058456342,22
29,r2,47,4.0,0.14735279352954223,0.18282498116406187,22
29,r2,47,6.0,0.14613041057606316,0.1915917468880185,21
29,r2,47,8.0,0.14826537111830865,0.19837682351572206,21
29,r2,47,12.0,0.15227535844466947,0.2046179878552835,21
29,r5,47,0.5,0.19699223516992306,0.07655294265270485,22
29,r5,47,1.0,0.18153594572356824,0.12774593500625975,22
29,r5,47,2.0,0.16388226015903715,0.18500591535556454,22
29,r5,47,3.0,0.15558882508730973,0.21157433944463488,22
29,r5,47,4.0,0.15156174595243066,0.22460740469950502,22
29,r5,47,6.0,0.14943600097647905,0.2372645156847376,21
29,r5,47,8.0,0.1513552065201405,0.24644297228400736,21
29,r5,47,12.0,0.15529458323681794,0.2546544909737083,21
29,margin,47,0.5,0.14402770460340736,0.0003899624218339781,22
29,margin,47,1.0,0.1400633516652877,-0.000821378630535885,22
29,margin,47,2.0,0.13540713355696035,-0.004181545956306931,22
29,margin,47,3.0,0.133082786738108,-0.006801555682557914,22
29,margin,47,4.0,0.13189358608491122,-0.008433176381586471,22
29,margin,47,6.0,0.13365441462152042,-0.006174635416424712,21
29,margin,47,8.0,0.13622492258792546,-0.0035169830948277303,21
29,margin,47,12.0,0.1404665654741143,-0.0005749853955688833,20
39,real,11,0.5,0.1406099972466517,0.023160529615426806,12
39,real,11,1.0,0.13051225193481947,0.030837424091764154,12
39,real,11,2.0,0.12253110303288446,0.03439736577825081,12
39,real,11,3.0,0.12396020950775999,0.04107298308626062,11
39,real,11,4.0,0.12760254458120274,0.04713018786814904,11
39,real,11,6.0,0.13387873452292515,0.05386789525085467,11
39,real,11,8.0,0.13892177101931075,0.057443635297921514,11
39,real,11,12.0,0.14770295128581348,0.053686663632600995,8
39,r2,11,0.5,0.16658186370002545,0.04497467829769586,12
39,r2,11,1.0,0.15264579622573976,0.06267414431351903,12
39,r2,11,2.0,0.1411805880053557,0.07243859715825329,12
39,r2,11,3.0,0.13972583693169904,0.07802377913598613,11
39,r2,11,4.0,0.14370987703604074,0.08697137139966671,11
39,r2,11,6.0,0.15093149824467222,0.09668096065727749,11
39,r2,11,8.0,0.15690100153190273,0.10163878934103832,11
39,r2,11,12.0,0.16604362726715574,0.10439495087397599,8
39,r5,11,0.5,0.18562860524231042,0.07145590836537585,12
39,r5,11,1.0,0.1684076666109666,0.10323309778274325,12
39,r5,11,2.0,0.15457450346444931,0.12440478843813185,12
39,r5,11,3.0,0.1523991629221884,0.13370779790431242,11
39,r5,11,4.0,0.1560248629709619,0.14444051362506594,11
39,r5,11,6.0,0.16286688884052702,0.15555443876036712,11
39,r5,11,8.0,0.16857051223494368,0.16129640708078075,11
39,r5,11,12.0,0.17815426474101057,0.16074146815440404,7
39,margin,11,0.5,0.14598411119939594,-0.004733513984827686,12
39,margin,11,1.0,0.13816774129391837,-0.011348866904762334,12
39,margin,11,2.0,0.1317071962590905,-0.019688219105648108,12
39,margin,11,3.0,0.13347901063324402,-0.01764411787373077,11
39,margin,11,4.0,0.13754442355555302,-0.013180278199804385,11
39,margin,11,6.0,0.14431952470760048,-0.007643513824585169,11
39,margin,11,8.0,0.1497097515865569,-0.004670633252257472,11
39,margin,11,12.0,0.1575705352875364,-0.0013612440057769737,9
39,real,29,0.5,0.1359454865506705,0.025262234070979828,12
39,real,29,1.0,0.12557386670962672,0.034006845816795805,12
39,real,29,2.0,0.11739977163601344,0.03816589278105054,12
39,real,29,3.0,0.11780764448087887,0.04274979243222887,11
39,real,29,4.0,0.12174446602162435,0.048283825067460096,11
39,real,29,6.0,0.12849862442158072,0.053895293526020294,11
39,real,29,8.0,0.13392437577484428,0.056403391855565754,10
39,real,29,12.0,0.14235428306847855,0.05023865846727371,8
39,r2,29,0.5,0.17930428574504118,0.06376081168077685,12
39,r2,29,1.0,0.16329151236817524,0.09154197929110175,12
39,r2,29,2.0,0.15053560872240457,0.10990643477268569,12
39,r2,29,3.0,0.14844848064790286,0.117817619704223,11
39,r2,29,4.0,0.15242006359699947,0.1284496835617469,11
39,r2,29,6.0,0.159662184597521,0.13950872019446026,11
39,r2,29,8.0,0.165635766153817,0.14518666293331084,11
39,r2,29,12.0,0.17502661916146117,0.14795474737437564,9
39,r5,29,0.5,0.17284975176449946,0.06486446939949775,12
39,r5,29,1.0,0.15576744939350912,0.09430262923609722,12
39,r5,29,2.0,0.14174951058405436,0.11479954142775306,12
39,r5,29,3.0,0.1392014366637085,0.1238661472086251,11
39,r5,29,4.0,0.1429988255523574,0.1351691546268463,11
39,r5,29,6.0,0.15015763003762903,0.14690878914701044,11
39,r5,29,8.0,0.1561288807380719,0.15307661656434446,11
39,r5,29,12.0,0.16617868924774423,0.15218154756565705,7
39,margin,29,0.5,0.1423541087399433,-0.004791650982327256,12
39,margin,29,1.0,0.13418781802122673,-0.011739504050019334,12
39,margin,29,2.0,0.1274649251381614,-0.020326751422643508,12
39,margin,29,3.0,0.12899754568133304,-0.018226829933359667,11
39,margin,29,4.0,0.13322165711384198,-0.013073944975471208,11
39,margin,29,6.0,0.14023769286581778,-0.006689971379735371,11
39,margin,29,8.0,0.14580958369814162,-0.0031856605171296515,11
39,margin,29,12.0,0.15399067342610714,0.00047199784959461866,9
39,real,47,0.5,0.13678912037273888,0.021392660704558364,12
39,real,47,1.0,0.12623473722056178,0.028028110207735546,12
39,real,47,2.0,0.11793667081886516,0.030556464537096262,12
39,real,47,3.0,0.11866504472562776,0.03527932087159413,11
39,real,47,4.0,0.1225562506953164,0.04082563511881754,11
39,real,47,6.0,0.12921502030486942,0.046670881445023404,11
39,real,47,8.0,0.13454237829166774,0.04951466387250236,11
39,real,47,12.0,0.1432709727954321,0.04590377405230561,8
39,r2,47,0.5,0.17722871227658749,0.07543586782275158,12
39,r2,47,1.0,0.15908495573237327,0.1094553474602209,12
39,r2,47,2.0,0.14452995736574045,0.1327617444986855,12
39,r2,47,3.0,0.14098198160530406,0.1403026030120007,11
39,r2,47,4.0,0.1448415458366527,0.1514234774855271,11
39,r2,47,6.0,0.1521785200178708,0.1626418742638791,11
39,r2,47,8.0,0.1583030363474025,0.16826526460691982,11
39,r2,47,12.0,0.16817141858919016,0.16924381382206055,8
39,r5,47,0.5,0.1687939825746376,0.06388103002386658,12
39,r5,47,1.0,0.15350773769891501,0.09200829986227355,12
39,r5,47,2.0,0.14166878865376561,0.11034683398722878,12
39,r5,47,3.0,0.14099973429118592,0.12092363003473794,11
39,r5,47,4.0,0.1446192839134859,0.13148351821033533,11
39,r5,47,6.0,0.1511769762210629,0.142533917917403,11
39,r5,47,8.0,0.15656757246466643,0.14835948066042914,11
39,r5,47,12.0,0.16520371085225688,0.14740572844004718,7
39,margin,47,0.5,0.1430558740430894,-0.0010635559486771307,12
39,margin,47,1.0,0.1346188255430697,-0.0053892961795584116,12
39,margin,47,2.0,0.1275241402732708,-0.011524804297141977,12
39,margin,47,3.0,0.12803210206647167,-0.010957680389439006,11
39,margin,47,4.0,0.13236541244624084,-0.0071403590102769865,11
39,margin,47,6.0,0.13967443481725172,-0.0027547425062223185,11
39,margin,47,8.0,0.145532158532622,-0.0007214302506824977,11
39,margin,47,12.0,0.15421826931124435,-0.0008248588315650229,9
42,real,11,0.5,0.12177426530899063,0.047522089521043864,18
42,real,11,1.0,0.11257140160906427,0.06581281916427462,18
42,real,11,2.0,0.10606849812350448,0.07676874362744379,18
42,real,11,3.0,0.10662995398624399,0.0837259801763317,17
42,real,11,4.0,0.10882241295203965,0.08875198829190245,17
42,real,11,6.0,0.11272153031333351,0.09331698706232106,16
42,real,11,8.0,0.11602602947657625,0.0943367095829829,15
42,real,11,12.0,0.12307770388786708,0.08248852212690427,7
42,r2,11,0.5,0.16561482376196868,0.11727292649089804,18
42,r2,11,1.0,0.14777137845000113,0.1705390855080211,18
42,r2,11,2.0,0.13476272213946444,0.20715187180842254,18
42,r2,11,3.0,0.13211331802297588,0.21871899688918517,17
42,r2,11,4.0,0.13417562833290622,0.22876554168118624,17
42,r2,11,6.0,0.13845022095190465,0.23820967628791,17
42,r2,11,8.0,0.14203912382808073,0.24285908665493505,17
42,r2,11,12.0,0.14782943331540346,0.2401917200625514,9
42,r5,11,0.5,0.1781462368555986,0.10797322242593743,18
42,r5,11,1.0,0.16132108993690164,0.15919010484773344,18
42,r5,11,2.0,0.14852526302030308,0.1968653414165854,18
42,r5,11,3.0,0.1449812445111181,0.20749252660506523,18
42,r5,11,4.0,0.1468677570860418,0.21703470382298062,17
42,r5,11,6.0,0.15173440195126642,0.22701605850856388,17
42,r5,11,8.0,0.15583879012192886,0.23183219529155719,17
42,r5,11,12.0,0.16362515938628633,0.22584421140346223,8
42,margin,11,0.5,0.13587031797341148,-0.0007790900929399713,18
42,margin,11,1.0,0.13056610310863753,-0.0045277445734556165,18
42,margin,11,2.0,0.12625283925353412,-0.009575232236973541,18
42,margin,11,3.0,0.12686840955323508,-0.008862401474442616,17
42,margin,11,4.0,0.12972853940536877,-0.005793194056234796,17
42,margin,11,6.0,0.13442798186162183,-0.0022361102964911783,16
42,margin,11,8.0,0.1382680258854981,-0.0009188236163152341,15
42,margin,11,12.0,0.1440898421076494,-2.698414966728624e-05,11
42,real,29,0.5,0.12593057419878453,0.04847121973792645,18
42,real,29,1.0,0.11734397181920153,0.0678012765712448,18
42,real,29,2.0,0.11144942145996319,0.0799112031354634,18
42,real,29,3.0,0.11140219125233215,0.08557029981985143,17
