page,pos,token,ctx,fixed_denom,effect_denom,has_interval,candidate
README.md,488056,**12.3%,"edience and +0.22…+0.32 with sexual attitudes** 〔persisted in `#774`〕. ⚠ And the same sentence ""how much politics explains"" takes **12.3% / 11.5% / 9.4%** across three samples, **each correct on its own** — **a number that move",0,0,0,0
README.md,488066,11.5%,"d +0.22…+0.32 with sexual attitudes** 〔persisted in `#774`〕. ⚠ And the same sentence ""how much politics explains"" takes **12.3% / 11.5% / 9.4%** across three samples, **each correct on its own** — **a number that moves with w",0,0,0,0
README.md,488074,9.4%,"+0.32 with sexual attitudes** 〔persisted in `#774`〕. ⚠ And the same sentence ""how much politics explains"" takes **12.3% / 11.5% / 9.4%** across three samples, **each correct on its own** — **a number that moves with who is i",0,0,0,0
README.md,488322,**87.7%,"be read as a measurement of the world**) | GSS probability sample, n≈16,000: partialling out `polviews` leaves `obey` at a median **87.7%** (86–90% across the four items); the specification curve gives 87.9% / 87.4% / 78.6%; wh",0,0,0,0
README.md,488336,90%,"easurement of the world**) | GSS probability sample, n≈16,000: partialling out `polviews` leaves `obey` at a median **87.7%** (86–90% across the four items); the specification curve gives 87.9% / 87.4% / 78.6%; what politic",0,0,0,0
README.md,488394,87.9%,"000: partialling out `polviews` leaves `obey` at a median **87.7%** (86–90% across the four items); the specification curve gives 87.9% / 87.4% / 78.6%; what politics does explain is **−0.0332, or 594.5× its own spread** — **",0,0,0,0
README.md,488402,87.4%,"tialling out `polviews` leaves `obey` at a median **87.7%** (86–90% across the four items); the specification curve gives 87.9% / 87.4% / 78.6%; what politics does explain is **−0.0332, or 594.5× its own spread** — **real, bu",0,0,0,0
README.md,488410,78.6%," out `polviews` leaves `obey` at a median **87.7%** (86–90% across the four items); the specification curve gives 87.9% / 87.4% / 78.6%; what politics does explain is **−0.0332, or 594.5× its own spread** — **real, but only 1",0,0,0,0
README.md,488504,12.1%,"ication curve gives 87.9% / 87.4% / 78.6%; what politics does explain is **−0.0332, or 594.5× its own spread** — **real, but only 12.1%** | ⚠⚠ **this step was chosen because its positive outcome was one I would not welcome** ",0,0,0,0
README.md,489110,12.1%,"ange); ⚠ the verdict was placed on the **probability sample** as pre-registered rather than averaged — GSS says politics explains 12.1%, MFQ about 30%, and MFQ comes from a politics-interest platform; ⚠ **the retention ratios",0,0,0,0
README.md,489127,30%,"ict was placed on the **probability sample** as pre-registered rather than averaged — GSS says politics explains 12.1%, MFQ about 30%, and MFQ comes from a politics-interest platform; ⚠ **the retention ratios for `workhard`",0,0,0,0
README.md,489416,−290.3%,"e smaller than their own noise, and a ratio with a near-zero denominator must not be reported (`#745`); the first version printed −290.3% (Entry 760) 〔GSS〕〔MFQ〕 ⟨politics contributes **594.5×** its own spread while accounting f",0,0,0,0
README.md,489521,**12.1%,"he first version printed −290.3% (Entry 760) 〔GSS〕〔MFQ〕 ⟨politics contributes **594.5×** its own spread while accounting for only **12.1%**⟩| | **This data cannot support the question of direction, and only computing the MDE fi",0,1,0,1
README.md,490317,**80%," decade level has only **22 time points**, and injecting lead strengths of 0.1→0.8 yields detection rates of only 0.044→0.551, so **80% power is unreachable anywhere on the grid**; ⚠ and the residual sd / sampling se ratio is",0,0,0,0
README.md,492096,**63.6%,"ded was my threshold, not the world** | ρ(authority, ingroup) = **+0.7005**; partialling out ingroup leaves chastity×authority at **63.6%** (14.0× its own null), partialling out authority leaves chastity×ingroup at **26.5%** (s",0,0,0,0
README.md,492181,**26.5%,"ing out ingroup leaves chastity×authority at **63.6%** (14.0× its own null), partialling out authority leaves chastity×ingroup at **26.5%** (still 4.9× its own null, so not zero) | ⚠ **neither pre-registered threshold was met, ",0,0,0,0
README.md,492395,75%,"old was met, so the verdict was honoured as W-3 rather than re-run with adjusted thresholds** — what could not be decided was the 75% I picked, not the world; ⚠ both partials sit far above their own nulls, so **whether ther",0,0,0,0
README.md,494033,**94.9%,"+0.0060** · (fairness) **−0.1685** · (ingroup) **+0.4194** · (authority) **+0.5001**; partialling out harm+fairness leaves sex at **94.9%** (≈ GSS's 97.2%), partialling out ingroup+authority leaves only **60.6%** | ⚠⚠ **an onto",0,0,0,0
README.md,494052,97.2%,"ss) **−0.1685** · (ingroup) **+0.4194** · (authority) **+0.5001**; partialling out harm+fairness leaves sex at **94.9%** (≈ GSS's 97.2%), partialling out ingroup+authority leaves only **60.6%** | ⚠⚠ **an ontology shift: the d",0,0,0,0
README.md,494106,**60.6%,"**+0.5001**; partialling out harm+fairness leaves sex at **94.9%** (≈ GSS's 97.2%), partialling out ingroup+authority leaves only **60.6%** | ⚠⚠ **an ontology shift: the decomposition itself — ""sexual morality vs general morali",0,0,0,0
README.md,494908,**94.9%,"ted sample, and `chastity` is an abstract virtue statement where the GSS four are concrete acts (Entry 752) 〔MFQ〕〔GSS〕 ⟨retention **94.9% vs 60.6%**, each specification's own null 95th percentile being +0.486⟩| | **A person's s",0,0,0,0
README.md,494919,60.6%," and `chastity` is an abstract virtue statement where the GSS four are concrete acts (Entry 752) 〔MFQ〕〔GSS〕 ⟨retention **94.9% vs 60.6%**, each specification's own null 95th percentile being +0.486⟩| | **A person's strictness",0,0,0,0
README.md,495332,**98.0%," to cover only the harm-and-fairness half) | disattenuated **+0.1910**; removing the latter entirely leaves the four sexual items **98.0%** as coherent with each other, and **97.2%** even assuming the control is perfectly relia",0,0,0,0
README.md,495375,**97.2%,"| disattenuated **+0.1910**; removing the latter entirely leaves the four sexual items **98.0%** as coherent with each other, and **97.2%** even assuming the control is perfectly reliable | ⚠ **this step was chosen because its ",0,0,0,0
README.md,495948,**97.2%,"e state, not general morality; ⚠ the two batteries are coded in opposite directions, read off the value labels (Entry 751) 〔GSS〕 ⟨**97.2%** retained against a permuted-pairing null of +0.3379…+0.3421, the observed +0.3334 falli",0,1,0,1
README.md,496717,9.85%,"cation; only the discriminant half is a finding**; ⚠ **the halo null is a no-op for a four-target mean (it moves the composite by 9.85% of its own SD), so it did not act this round** (Entry 749) 〔SCCS〕 ⟨**3.69×**〕| | **The do",0,1,0,1
README.md,498103,1.22%,"design guarantees. Null sampled over 200,000 blocks (C(100,5)=75,287,520, **not enumerable**), q95 0.1837, cross-seed relative SD 1.22% (how this differs from `#542`'s `|ρ|` convention is in the narrative) (Entry 720 · 721) 〔",0,0,0,0
README.md,500452,53%,"*the gradient is larger, not smaller**; **but the gate returns UNVERIFIED because it compares |null| against |effect| (0.00151 is 53% of 0.00287), and that comparison is blind to sign.** ⇒ **the downgrade stands: neither re",0,1,0,1
README.md,501313,84%,"al sit **outside** it, **rarely/never sits inside** ([−0.00196, +0.00190]); the placebo (random three-way split) gives +0.00563 = 84%, so **stratification alone costs 16% while religion costs 36%**; ⚠ **a difference, not a ",0,0,1,0
README.md,501350,16%," sits inside** ([−0.00196, +0.00190]); the placebo (random three-way split) gives +0.00563 = 84%, so **stratification alone costs 16% while religion costs 36%**; ⚠ **a difference, not a ratio** — a ratio is meaningless when",0,0,1,0
README.md,501375,36%,", +0.00190]); the placebo (random three-way split) gives +0.00563 = 84%, so **stratification alone costs 16% while religion costs 36%**; ⚠ **a difference, not a ratio** — a ratio is meaningless when the denominator is near ",0,0,0,0
README.md,501610,95%,") (Entry 740 · 745) 〔GSS〕 ⟨**gap +0.1191/36yr**〕| | **Nor is it age, nor education** | pooled within fixed age bands **+0.00640 = 95% of the within-cohort slope** (the three bands give +0.0069 / +0.0054 / +0.0069); within e",0,0,0,0
README.md,501734,77%,"640 = 95% of the within-cohort slope** (the three bands give +0.0069 / +0.0054 / +0.0069); within education terciles **+0.00521 = 77%** | ⚠ **inside a birth cohort `age = year − cohort` is an identity**, so `#740`'s within-",0,0,0,0
README.md,501936,91%,", so `#740`'s within-cohort slope is by construction period *and* age combined; the placebo (stratifying by sex) gives +0.00610 = 91%, **so stratification itself costs only ~9%**; the null (years shuffled within age band) i",0,0,0,0
README.md,501980,9%,"truction period *and* age combined; the placebo (stratifying by sex) gives +0.00610 = 91%, **so stratification itself costs only ~9%**; the null (years shuffled within age band) is [−0.00082, +0.00079]; ⚠ **(age × educatio",0,0,1,0
README.md,502401,−7%,"emarsx × homosex` **+0.00672/yr, rank 2 of 253 pairs**; homosex against the **19 non-sexual items** has a median of **−0.00025** (−7%), and **against the abortion four −0.00445 — it moved further away** | **the median of al",0,0,0,0
README.md,502760,−23%," within-cohort year-shuffled null is [−0.00155, +0.00215]; ⚠ the normalised version is stronger in the same direction (non-sexual −23%); ⚠ ~~of the three sexual items `xmarsex` gains only +0.00075 — infidelity did not join~~",0,1,1,0
README.md,503205,113%,"ohorts dying out: the same birth cohorts made the link themselves** | the pooled within-cohort slope is **+0.2418 over 36 years = 113% of the total**, so **compositional change contributes −13%**; all four cohorts move the s",0,0,0,0
README.md,503264,−13%,"selves** | the pooled within-cohort slope is **+0.2418 over 36 years = 113% of the total**, so **compositional change contributes −13%**; all four cohorts move the same way: 1929–45 **+0.142** · Boomers **+0.273** · X **+0.2",0,0,0,0
README.md,504001,2%,"eld constant and only the cutpoints move along GSS's **real year-by-year marginals**, `premarsx × homosex` gains just **+0.0056 = 2% of the observed** (17% even under the most generous ρ setting) | ④ positive control: with",0,0,0,0
README.md,504023,17%,"the cutpoints move along GSS's **real year-by-year marginals**, `premarsx × homosex` gains just **+0.0056 = 2% of the observed** (17% even under the most generous ρ setting) | ④ positive control: with cutpoints frozen the s",0,0,0,0
README.md,504199,86%,④ positive control: with cutpoints frozen the simulation moves **−0.0020** over 36 years; ⚠ **and the same simulation explains 60–86% of the three small movers** (`xmarsex×teensex` 86% · `xmarsex×homosex` 64% · `homosex×tee,0,0,0,0
README.md,504250,86%,ation moves **−0.0020** over 36 years; ⚠ **and the same simulation explains 60–86% of the three small movers** (`xmarsex×teensex` 86% · `xmarsex×homosex` 64% · `homosex×teensex` 60%) — **the control fires where it should** ,0,0,0,0
README.md,504274,64%,over 36 years; ⚠ **and the same simulation explains 60–86% of the three small movers** (`xmarsex×teensex` 86% · `xmarsex×homosex` 64% · `homosex×teensex` 60%) — **the control fires where it should** (Entry 738 · 739) 〔GSS〕 ,0,0,0,0
README.md,504298,60%,he same simulation explains 60–86% of the three small movers** (`xmarsex×teensex` 86% · `xmarsex×homosex` 64% · `homosex×teensex` 60%) — **the control fires where it should** (Entry 738 · 739) 〔GSS〕 ⟨**48×** (observed ÷ the,0,0,0,0
README.md,507008,84%,"–4.56×, and that range is the finding**〕| | **The two instruments do not disagree about people: the observations nearly match and 84% of the gap is the denominator** | GSS k=3 observed **0.4154** · NSFG k=3 observed **0.345",0,0,0,0
README.md,507526,**84%,"uestionnaire asks ⇒ ratios are not comparable across instruments** (Entry 718 · 730) 〔GSS·NSFG〕 ⟨GSS 3.10× · NSFG 0.96×, of which **84% of the gap is the denominator**〕| | ⛔ ~~""Sex is one block"" on two instruments~~ **one leg",0,0,0,0
README.md,508564,88%," with k ⇒ **the two ratios are not on one scale, so ""equally tight"" is not false but ill-posed**; verdict **UNVERIFIED** (null is 88% of the effect) (Entry 650 · 734) 〔NSFG〕 ⟨**1.03×–1.24×**〕| | And the family seven are not",0,1,0,1
README.md,509269,29%,"/*.json`, or a JSON without a null) ⇒ **whether the null belongs to that effect cannot be checked**. Across the page, **7 of 24 = 29%** are pairable (Entry 695).  ## What this cannot do  | Cannot | Why | |---|---| | Decide ",0,1,0,1
README.md,511973,22%,"try 694) | | **Most numbers on this page have no null behind them** | of the 93 ledger entries after the six-hundredth, only **14–22%** report their own null (both the strict and loose readings are given) ⇒ **for the other ",0,0,0,0
README.md,512069,86%,"fter the six-hundredth, only **14–22%** report their own null (both the strict and loose readings are given) ⇒ **for the other 78–86% there is no way to tell whether the number has only just cleared noise**. The fragile-den",0,0,0,0
README.md,516178,1.4%,"very person-level dimension this project established, **entered together** against the same 29 > outcomes, explains a **median of 1.4%** of the variance — **7.8% at its best** (`animated`), **2.8%** > for shame. The degrees-",0,0,0,0
README.md,516203,**7.8%,"on this project established, **entered together** against the same 29 > outcomes, explains a **median of 1.4%** of the variance — **7.8% at its best** (`animated`), **2.8%** > for shame. The degrees-of-freedom floor is **0.14%",0,0,0,0
README.md,516238,**2.8%,"red together** against the same 29 > outcomes, explains a **median of 1.4%** of the variance — **7.8% at its best** (`animated`), **2.8%** > for shame. The degrees-of-freedom floor is **0.14%**, and the same pipeline reaches *",0,0,0,0
README.md,516292,**0.14%,"s a **median of 1.4%** of the variance — **7.8% at its best** (`animated`), **2.8%** > for shame. The degrees-of-freedom floor is **0.14%**, and the same pipeline reaches **49%** when a > deliberately strong predictor is added,",0,0,0,0
README.md,516333,**49%,"**7.8% at its best** (`animated`), **2.8%** > for shame. The degrees-of-freedom floor is **0.14%**, and the same pipeline reaches **49%** when a > deliberately strong predictor is added, so the machinery is not blind and the ",0,0,0,0
README.md,516638,0.14%,"led — **and they are small**. > **Two readings this does not license.** It does *not* mean the findings are empty (the floor is > 0.14%, and every dimension clears its own family-wise threshold). It does *not* mean sexual > p",0,0,0,0
README.md,516762,**1.4%," is > 0.14%, and every dimension clears its own family-wise threshold). It does *not* mean sexual > preference is mostly random — **1.4% is the reach of *these six coordinates*, not a ceiling on > explainability**. ⚠ And note ",0,0,0,0
README.md,516974,0.715%,"*. ⚠ And note the ordering: the *least reliable* standing dimension (position, 0.432) > contributes the *largest* incremental R² (0.715%). **Reliability and explanatory power are different > things — a quantity can stably meas",0,0,0,0
README.md,517146,1.4%,er are different > things — a quantity can stably measure something that hardly moves anything.** > ⚠ **`#301` `#302`:**in-sample 1.4% / out-of-sample 0.87%**. Held out — 5-fold person-level cross-validation with the six coo,0,0,0,0
README.md,517167,0.87%,ings — a quantity can stably measure something that hardly moves anything.** > ⚠ **`#301` `#302`:**in-sample 1.4% / out-of-sample 0.87%**. Held out — 5-fold person-level cross-validation with the six coordinates **re-estimate,0,0,0,0
README.md,517325,**0.869%,"erson-level cross-validation with the six coordinates **re-estimated inside every fold** — the same pipeline delivers a median of **0.869%**; with the coordinates held fixed it is 1.087%, and ridge-CV 1.056%. On 2 of the 29 outc",0,0,0,0
README.md,517375,1.087%,"tes **re-estimated inside every fold** — the same pipeline delivers a median of **0.869%**; with the coordinates held fixed it is 1.087%, and ridge-CV 1.056%. On 2 of the 29 outcomes the held-out R² is **negative**. **Over a t",0,0,0,0
README.md,517396,1.056%,"side every fold** — the same pipeline delivers a median of **0.869%**; with the coordinates held fixed it is 1.087%, and ridge-CV 1.056%. On 2 of the 29 outcomes the held-out R² is **negative**. **Over a third of the published",0,0,0,0
README.md,517701,1.390%,"LIBER.md) (**0.52pp**, against 0.18pp for every analysis knob). Both numbers are legitimate and they answer different questions — 1.390% is what these coordinates explain **in the people they were built from**, 0.869% is what ",0,0,0,0
README.md,517782,0.869%,"legitimate and they answer different questions — 1.390% is what these coordinates explain **in the people they were built from**, 0.869% is what they deliver **on people they have never seen**. ⚠ **`#356`: and part of that 1.4",0,0,0,0
README.md,517875,1.4%,"n the people they were built from**, 0.869% is what they deliver **on people they have never seen**. ⚠ **`#356`: and part of that 1.4% is co-linear with how much a person reported.** Adding ""how many onset categories you fil",0,0,0,0
README.md,518143,**18.2%,"ommonality decomposition across all 29 outcomes, the shared component is positive for **22 of 29** outcomes, median **0.345pp** — **18.2% of the median outcome's explained variance** — and it grows with how well the outcome is ",0,0,0,0
README.md,521137,**86%,"e c3 row overlap heavily** — their outcome profiles correlate **+0.7826** against an attenuation ceiling of 0.9142 ± 0.0171, i.e. **86% of ceiling**, resolvably below it (7.7× the spread) but by only 0.13 in absolute terms. T",0,0,1,0
README.md,523009,**59.6%,"ghtness, BMI, partner count, pick count, porn habit, self-reported honesty), a commonality decomposition on shame leaves c3⁻ with **59.6%** of its own R² (unique 0.996pp of 1.671pp; shared **+0.674pp** against a row-permutation",0,1,0,1
README.md,523239,**18.9%,"ll of +0.007 ± 0.017). **13 of the 20 exceed their own permutation threshold individually**, though no single one takes more than **18.9%** (partner count), then extraversion 14.9%, age 8.8%, neuroticism 8.3%, powerlessness 7.3",0,0,1,0
README.md,523284,14.9%,"their own permutation threshold individually**, though no single one takes more than **18.9%** (partner count), then extraversion 14.9%, age 8.8%, neuroticism 8.3%, powerlessness 7.3%. **All five biggest bites point the same ",0,0,0,0
README.md,523295,8.8%,"ermutation threshold individually**, though no single one takes more than **18.9%** (partner count), then extraversion 14.9%, age 8.8%, neuroticism 8.3%, powerlessness 7.3%. **All five biggest bites point the same way**: you",0,0,0,0
README.md,523313,8.3%,"ld individually**, though no single one takes more than **18.9%** (partner count), then extraversion 14.9%, age 8.8%, neuroticism 8.3%, powerlessness 7.3%. **All five biggest bites point the same way**: younger, fewer partne",0,0,0,0
README.md,523333,7.3%,"hough no single one takes more than **18.9%** (partner count), then extraversion 14.9%, age 8.8%, neuroticism 8.3%, powerlessness 7.3%. **All five biggest bites point the same way**: younger, fewer partners, less extraverted",0,0,0,0
README.md,523481,40%,"iggest bites point the same way**: younger, fewer partners, less extraverted, more neurotic, less agency, together carrying about 40% of this route's shame. The other 60% none of the twenty can see. ⚠ **`#367`: that 40% is ",0,0,0,0
README.md,523518,60%,"unger, fewer partners, less extraverted, more neurotic, less agency, together carrying about 40% of this route's shame. The other 60% none of the twenty can see. ⚠ **`#367`: that 40% is ONE dimension, not twenty — but half ",0,0,0,0
README.md,523567,40%,"rotic, less agency, together carrying about 40% of this route's shame. The other 60% none of the twenty can see. ⚠ **`#367`: that 40% is ONE dimension, not twenty — but half of the sentence above was rhetoric.** Sign-aligne",0,0,0,0
README.md,523754,**28.9%,"ce above was rhetoric.** Sign-aligned, all 10 off-diagonal correlations among the five are positive (median +0.092) and PC1 takes **28.9%** against an offset null of **20.88% ± 0.23%** (+35 sd) — the null is not zero because si",0,0,1,0
README.md,523790,**20.88%,"d, all 10 off-diagonal correlations among the five are positive (median +0.092) and PC1 takes **28.9%** against an offset null of **20.88% ± 0.23%** (+35 sd) — the null is not zero because sign-aligning on a common target *induc",0,0,1,0
README.md,523801,0.23%,ff-diagonal correlations among the five are positive (median +0.092) and PC1 takes **28.9%** against an offset null of **20.88% ± 0.23%** (+35 sd) — the null is not zero because sign-aligning on a common target *induces* a fl,0,0,1,0
README.md,524035,59.6%,"t is built by synthesising five variables with the observed \|r\| to c3⁻ and nothing else in common. **A real single factor gives 59.6%, so the common direction is genuine but thin.** And that single PC1 takes **37.1%** of c3",0,1,0,1
README.md,524115,**37.1%,"hing else in common. **A real single factor gives 59.6%, so the common direction is genuine but thin.** And that single PC1 takes **37.1%** of c3⁻'s shame where all twenty take 40.4% — **92% of the work of twenty variables done",0,1,0,1
README.md,524162,40.4%,"es 59.6%, so the common direction is genuine but thin.** And that single PC1 takes **37.1%** of c3⁻'s shame where all twenty take 40.4% — **92% of the work of twenty variables done by one dimension** — against random 5-subset",0,1,0,1
README.md,524170,**92%,", so the common direction is genuine but thin.** And that single PC1 takes **37.1%** of c3⁻'s shame where all twenty take 40.4% — **92% of the work of twenty variables done by one dimension** — against random 5-subsets taking",0,1,0,1
README.md,524266,**8.3%,"ame where all twenty take 40.4% — **92% of the work of twenty variables done by one dimension** — against random 5-subsets taking **8.3% ± 7.7%** (beyond all 300 draws, +3.8 sd), which is the control the selected-on-the-same-d",0,0,1,0
README.md,524275,7.7%," all twenty take 40.4% — **92% of the work of twenty variables done by one dimension** — against random 5-subsets taking **8.3% ± 7.7%** (beyond all 300 draws, +3.8 sd), which is the control the selected-on-the-same-data fiv",0,0,1,0
README.md,524530,**28.2%,"n: the sign agreement itself carries almost no information.** 16 of the 20 variables are same-signed, so a random 5-subset agrees **28.2%** of the time. ⚠ **`#369`: and the sharing is uniform along that line — the two numbers a",0,0,0,0
README.md,524859,95%,"05, `#368`), so the question was re-estimated as a single interaction on all 6,609 people: `c3⁻ × PC1` = **−0.00042** (se 0.0120, 95% CI [−0.024, +0.023 [R15 3× curveball · scope stated]]), **−0.04 sd** from an offset null ",0,0,1,0
README.md,525605,54.8%,"e will shame them. ⚠ For scale, not as a test (k differs): a variable that genuinely **is** c3⁻ plus equal-magnitude noise leaves 54.8%. ⚠ c3⁻ is estimated in-sample (`#347`), so the absolute pp is an upper bound; the retaine",0,0,0,0
README.md,526076,56%,"s controlled (`#114` — **`#452` corrects this citation, which read `#289`; that entry is about measurement invariance by sex**) · 56% survives a cross-half split | | **`form_i` — what ""opened by drawn things"" and ""opened by",0,0,0,0
README.md,528428,**110.2%,"p its own ruler does not remove the non-invariance**: rebuilt with within-group rarity, the gap goes from −0.2061 to **−0.2270** (**110.2% retained**), with a `SEX × S` interaction sweep flat at g=0. **Both facts are true and ne",0,0,0,0
README.md,528855,**84.3%,"so come from the outcomes themselves (range restriction, response style), and partialling a response-style reference curve leaves **84.3%** of the gap — but that arm's positive control **fails** (planting noise in six outcomes ",0,0,0,0
README.md,529029,**−18.5%,"ve control **fails** (planting noise in six outcomes for one group, the partialling makes the artificial gap **larger**, recovery **−18.5%**), so it is UNVERIFIED, not a confirmation. **The sex non-invariance is reported here at",0,0,0,0
README.md,531456,100%,"finitions disagree, and there they behave the same. Over the option-subset grid (keep the most reference-group-divergent 10/25/50/100% per block) the two definitions decorrelate from **+0.8865 to +0.6722**, and both routes *",0,0,0,0
README.md,531574,+41.6%,"nt 10/25/50/100% per block) the two definitions decorrelate from **+0.8865 to +0.6722**, and both routes **strengthen together** (+41.6% and +62% among people readable both ways) while their difference stays at **+0.0113 again",0,0,0,0
README.md,531585,+62%,"/100% per block) the two definitions decorrelate from **+0.8865 to +0.6722**, and both routes **strengthen together** (+41.6% and +62% among people readable both ways) while their difference stays at **+0.0113 against a dete",0,0,0,0
README.md,531855,90%,"e of four cells. **The earlier reading that only content carries shame held on the full option set, where the two definitions are 90% the same quantity — it does not survive the grid.** ⚠ **`#304`: and the two routes are no",0,0,0,0
README.md,533529,**58%,"ll eight (route × moderator) interactions gives an R² drop of **0.094pp** against a permutation null of **0.121 ± 0.061pp**, with **58% of permutations exceeding the observed value**. The same test detects a planted buffer of",0,0,1,0
README.md,533625,**10%,"null of **0.121 ± 0.061pp**, with **58% of permutations exceeding the observed value**. The same test detects a planted buffer of **10%** in three of the four variables (30% for openness), against **54.8%** for the single-coe",0,0,1,0
README.md,533665,30%,"of permutations exceeding the observed value**. The same test detects a planted buffer of **10%** in three of the four variables (30% for openness), against **54.8%** for the single-coefficient test it replaces. **This is a",0,1,0,1
README.md,533692,**54.8%,"he observed value**. The same test detects a planted buffer of **10%** in three of the four variables (30% for openness), against **54.8%** for the single-coefficient test it replaces. **This is a null with power**: if any of t",0,1,0,1
README.md,541838,25%,"rvive: the five-item score goes +0.0881 → **+0.0657** (threshold 0.0235) and c3⁻ +0.1093 → **+0.0932** (threshold 0.0264), losing 25% and 15% respectively. **Having unusual tastes and finding that ordinary things do little ",0,0,0,0
README.md,541846,15%,"he five-item score goes +0.0881 → **+0.0657** (threshold 0.0235) and c3⁻ +0.1093 → **+0.0932** (threshold 0.0264), losing 25% and 15% respectively. **Having unusual tastes and finding that ordinary things do little for you ",0,0,0,0
README.md,543606,**11.55%,"ear correlation is **+0.0005** across all 15,501 respondents: not negative, zero. Split at both medians, the both-high cell holds **11.55%** of people (**1,790**) against an offset null of **10.43% ± 0.18%** built by keeping bot",1,0,1,0
README.md,543665,**10.43%,"s: not negative, zero. Split at both medians, the both-high cell holds **11.55%** of people (**1,790**) against an offset null of **10.43% ± 0.18%** built by keeping both marginal distributions and breaking only the pairing — **",0,0,1,0
README.md,543676,0.18%,"tive, zero. Split at both medians, the both-high cell holds **11.55%** of people (**1,790**) against an offset null of **10.43% ± 0.18%** built by keeping both marginal distributions and breaking only the pairing — **+6.13 sd",0,0,1,0
README.md,552022,40%," scattered one — and the outcome-specific qualifier above stands for a reason that has now been tested rather than assumed. ⚠ MDE 40% against a meaningful 50%, sweep unsaturated. ⚠ **`#411`: and shame barely suppresses acti",0,0,0,0
README.md,552047,50%,"outcome-specific qualifier above stands for a reason that has now been tested rather than assumed. ⚠ MDE 40% against a meaningful 50%, sweep unsaturated. ⚠ **`#411`: and shame barely suppresses action at all in people who h",0,0,0,0
README.md,552518,+89.4%,"st, a difference of **−0.062** past a random-restratification threshold of 0.042 at the wide caliber (n = 12,516, guard-25 growth +89.4%). All three computable cells carry the pre-registered negative sign; only the widest clea",0,0,0,0
README.md,554237,104%,"able thresholds (+0.090, +0.085, +0.069, +0.064, +0.063 against thresholds of 0.024–0.026), and dropping any one item leaves **86–104%** of the five-item score — the largest single contribution is 14%, and two of the items s",0,0,0,0
README.md,554304,14%,"esholds of 0.024–0.026), and dropping any one item leaves **86–104%** of the five-item score — the largest single contribution is 14%, and two of the items slightly dilute rather than carry it. This rules out the `#325` pat",0,0,0,0
README.md,556016,79%," shame at **−0.1024** raw and **−0.0810** after controlling both how many categories a person reports and their position score S (79% retained, 2×MDE = 0.068); **28 of 31 categories are negative** individually. Category spl",0,0,0,0
README.md,556030,2×,".1024** raw and **−0.0810** after controlling both how many categories a person reports and their position score S (79% retained, 2×MDE = 0.068); **28 of 31 categories are negative** individually. Category split-half relia",0,0,0,0
README.md,556195,95%,"es are negative** individually. Category split-half reliability is **0.924**, giving a disattenuated **−0.1065** with a bootstrap 95% interval of **[−0.134, −0.082]**. It survives dropping everyone with a censored (""26yo+"")",0,0,1,0
README.md,556309,83%,"ith a bootstrap 95% interval of **[−0.134, −0.082]**. It survives dropping everyone with a censored (""26yo+"") onset (**−0.0684**, 83% of the sample) and three different numeric codings of the age bins (range 0.004). ⚠ Onset",1,0,1,0
README.md,557945,**77.1%,"tegories (n = 6,473), the rank correlation between their own onset ages and category rarity averages **+0.2219** (median +0.2532; **77.1%** of people positive) against an offset null of **+0.0884 ± 0.0034** — **+38.9 sd**. That",0,0,1,0
README.md,558670,95%,"her way carry more shame.** Regressing shame on that within-person ordering, controlling category count and S, gives **−0.0287** (95% CI [−0.047, −0.011], −3.00 sd from a person-shuffle null) at the wide caliber (n = 11,535",0,0,1,0
README.md,559263,**48.4%,"arlier at everything.** Adding mean onset age to the same model drops the ordering coefficient from **−0.0287** to **−0.0148**, a **48.4%** drop (bootstrap 95% CI [+31.4%, +83.8%]) against an offset floor of −0.11% ± 5.01% buil",0,1,1,0
README.md,559289,95%,"ding mean onset age to the same model drops the ordering coefficient from **−0.0287** to **−0.0148**, a **48.4%** drop (bootstrap 95% CI [+31.4%, +83.8%]) against an offset floor of −0.11% ± 5.01% built from a synthetic con",0,1,1,0
README.md,559297,+31.4%,"n onset age to the same model drops the ordering coefficient from **−0.0287** to **−0.0148**, a **48.4%** drop (bootstrap 95% CI [+31.4%, +83.8%]) against an offset floor of −0.11% ± 5.01% built from a synthetic control with t",0,1,1,0
README.md,559305,+83.8%,"age to the same model drops the ordering coefficient from **−0.0287** to **−0.0148**, a **48.4%** drop (bootstrap 95% CI [+31.4%, +83.8%]) against an offset floor of −0.11% ± 5.01% built from a synthetic control with the same ",0,1,1,0
README.md,559341,−0.11%,"ring coefficient from **−0.0287** to **−0.0148**, a **48.4%** drop (bootstrap 95% CI [+31.4%, +83.8%]) against an offset floor of −0.11% ± 5.01% built from a synthetic control with the same correlation to the ordering but none",0,1,1,0
README.md,559350,5.01%,"ficient from **−0.0287** to **−0.0148**, a **48.4%** drop (bootstrap 95% CI [+31.4%, +83.8%]) against an offset floor of −0.11% ± 5.01% built from a synthetic control with the same correlation to the ordering but none to sham",0,0,1,0
README.md,562099,30%,"*, and relationship style from **3 to 2**. Coarsening a moderator attenuates interaction detection, so the per-variable MDE of 10–30% is partly the release's doing, not the population's. The publisher also states the anonym",0,0,0,0
README.md,562223,25%,"of 10–30% is partly the release's doing, not the population's. The publisher also states the anonymization leaves correlations **~25% weaker than the original** — so every correlation on this page is a **lower bound**. ⚠ **",0,0,0,0
